2016-01-01T00:15:00, 21.789
2016-01-01T00:30:00, 18.748
2016-01-01T00:45:00, 16.606
2016-01-01T01:00:00, 15.217
2016-01-01T01:15:00, 14.434
2016-01-01T01:30:00, 14.113
2016-01-01T01:45:00, 14.110
2016-01-01T02:00:00, 14.280
2016-01-01T02:15:00, 14.479
2016-01-01T02:30:00, 14.596
2016-01-01T02:45:00, 14.635
2016-01-01T03:00:00, 14.633
2016-01-01T03:15:00, 14.626
2016-01-01T03:30:00, 14.644
2016-01-01T03:45:00, 14.688
2016-01-01T04:00:00, 14.755
2016-01-01T04:15:00, 14.842
2016-01-01T04:30:00, 14.942
2016-01-01T04:45:00, 15.047
2016-01-01T05:00:00, 15.146
2016-01-01T05:15:00, 15.228
2016-01-01T05:30:00, 15.289
2016-01-01T05:45:00, 15.357
2016-01-01T06:00:00, 15.463
2016-01-01T06:15:00, 15.642
2016-01-01T06:30:00, 15.910
2016-01-01T06:45:00, 16.219
2016-01-01T07:00:00, 16.504
2016-01-01T07:15:00, 45.835
2016-01-01T07:30:00, 74.356
2016-01-01T07:45:00, 73.721
2016-01-01T08:00:00, 73.086
2016-01-01T08:15:00, 72.490
2016-01-01T08:30:00, 71.997
2016-01-01T08:45:00, 71.574
2016-01-01T09:00:00, 71.181
2016-01-01T09:15:00, 70.684
2016-01-01T09:30:00, 70.140
2016-01-01T09:45:00, 69.591
2016-01-01T10:00:00, 69.090
2016-01-01T10:15:00, 68.649
2016-01-01T10:30:00, 68.338
2016-01-01T10:45:00, 68.096
2016-01-01T11:00:00, 67.828
2016-01-01T11:15:00, 67.504
2016-01-01T11:30:00, 67.012
2016-01-01T11:45:00, 66.411
2016-01-01T12:00:00, 65.781
2016-01-01T12:15:00, 65.292
2016-01-01T12:30:00, 64.934
2016-01-01T12:45:00, 64.666
2016-01-01T13:00:00, 64.433
2016-01-01T13:15:00, 64.251
2016-01-01T13:30:00, 64.009
2016-01-01T13:45:00, 63.729
2016-01-01T14:00:00, 63.448
2016-01-01T14:15:00, 63.262
2016-01-01T14:30:00, 63.141
2016-01-01T14:45:00, 63.072
2016-01-01T15:00:00, 63.037
2016-01-01T15:15:00, 63.016
2016-01-01T15:30:00, 62.990
2016-01-01T15:45:00, 62.977
2016-01-01T16:00:00, 62.994
2016-01-01T16:15:00, 62.968
2016-01-01T16:30:00, 62.999
2016-01-01T16:45:00, 63.098
2016-01-01T17:00:00, 63.258
2016-01-01T17:15:00, 63.444
2016-01-01T17:30:00, 63.694
2016-01-01T17:45:00, 63.984
2016-01-01T18:00:00, 64.282
2016-01-01T18:15:00, 64.571
2016-01-01T18:30:00, 64.817
2016-01-01T18:45:00, 65.016
2016-01-01T19:00:00, 65.150
2016-01-01T19:15:00, 65.206
2016-01-01T19:30:00, 65.189
2016-01-01T19:45:00, 65.133
2016-01-01T20:00:00, 65.089
2016-01-01T20:15:00, 65.111
2016-01-01T20:30:00, 65.228
2016-01-01T20:45:00, 65.396
2016-01-01T21:00:00, 65.565
2016-01-01T21:15:00, 65.664
2016-01-01T21:30:00, 65.660
2016-01-01T21:45:00, 65.565
2016-01-01T22:00:00, 65.413
2016-01-01T22:15:00, 65.241
2016-01-01T22:30:00, 65.076
2016-01-01T22:45:00, 64.951
2016-01-01T23:00:00, 64.904
2016-01-01T23:15:00, 35.831
2016-01-01T23:30:00,  7.550
2016-01-01T23:45:00,  8.365
2016-01-02T00:00:00,  9.079
2016-01-02T00:15:00,  9.588
2016-01-02T00:30:00,  9.826
2016-01-02T00:45:00,  9.879
2016-01-02T01:00:00,  9.870
2016-01-02T01:15:00,  9.922
2016-01-02T01:30:00, 10.129
2016-01-02T01:45:00, 10.471
2016-01-02T02:00:00, 10.898
2016-01-02T02:15:00, 11.362
2016-01-02T02:30:00, 11.820
2016-01-02T02:45:00, 12.263
2016-01-02T03:00:00, 12.690
2016-01-02T03:15:00, 13.099
2016-01-02T03:30:00, 13.483
2016-01-02T03:45:00, 13.814
2016-01-02T04:00:00, 14.060
2016-01-02T04:15:00, 14.187
2016-01-02T04:30:00, 14.180
2016-01-02T04:45:00, 14.087
2016-01-02T05:00:00, 13.976
2016-01-02T05:15:00, 13.913
2016-01-02T05:30:00, 13.949
2016-01-02T05:45:00, 14.081
2016-01-02T06:00:00, 14.290
2016-01-02T06:15:00, 14.559
2016-01-02T06:30:00, 14.866
2016-01-02T06:45:00, 15.175
2016-01-02T07:00:00, 15.447
2016-01-02T07:15:00, 44.777
2016-01-02T07:30:00, 73.328
2016-01-02T07:45:00, 72.749
2016-01-02T08:00:00, 72.187
2016-01-02T08:15:00, 71.639
2016-01-02T08:30:00, 71.181
2016-01-02T08:45:00, 70.813
2016-01-02T09:00:00, 70.507
2016-01-02T09:15:00, 70.114
2016-01-02T09:30:00, 69.738
2016-01-02T09:45:00, 69.349
2016-01-02T10:00:00, 68.921
2016-01-02T10:15:00, 68.092
2016-01-02T10:30:00, 66.792
2016-01-02T10:45:00, 65.582
2016-01-02T11:00:00, 64.325
2016-01-02T11:15:00, 63.240
2016-01-02T11:30:00, 61.841
2016-01-02T11:45:00, 60.795
2016-01-02T12:00:00, 59.728
2016-01-02T12:15:00, 59.085
2016-01-02T12:30:00, 58.419
2016-01-02T12:45:00, 58.147
2016-01-02T13:00:00, 57.568
2016-01-02T13:15:00, 57.370
2016-01-02T13:30:00, 57.551
2016-01-02T13:45:00, 57.542
2016-01-02T14:00:00, 57.633
2016-01-02T14:15:00, 57.547
2016-01-02T14:30:00, 57.275
2016-01-02T14:45:00, 57.184
2016-01-02T15:00:00, 57.020
2016-01-02T15:15:00, 57.344
2016-01-02T15:30:00, 57.901
2016-01-02T15:45:00, 58.571
2016-01-02T16:00:00, 59.344
2016-01-02T16:15:00, 59.763
2016-01-02T16:30:00, 60.139
2016-01-02T16:45:00, 60.489
2016-01-02T17:00:00, 60.813
2016-01-02T17:15:00, 60.972
2016-01-02T17:30:00, 61.119
2016-01-02T17:45:00, 61.284
2016-01-02T18:00:00, 61.491
2016-01-02T18:15:00, 61.767
2016-01-02T18:30:00, 62.130
2016-01-02T18:45:00, 62.515
2016-01-02T19:00:00, 62.860
2016-01-02T19:15:00, 63.098
2016-01-02T19:30:00, 63.176
2016-01-02T19:45:00, 63.128
2016-01-02T20:00:00, 63.012
2016-01-02T20:15:00, 62.873
2016-01-02T20:30:00, 62.757
2016-01-02T20:45:00, 62.675
2016-01-02T21:00:00, 62.627
2016-01-02T21:15:00, 62.614
2016-01-02T21:30:00, 62.636
2016-01-02T21:45:00, 62.657
2016-01-02T22:00:00, 62.649
2016-01-02T22:15:00, 62.580
2016-01-02T22:30:00, 62.428
2016-01-02T22:45:00, 62.230
2016-01-02T23:00:00, 62.035
2016-01-02T23:15:00, 32.754
2016-01-02T23:30:00,  4.234
2016-01-02T23:45:00,  4.842
2016-01-03T00:00:00,  5.460
2016-01-03T00:15:00,  6.058
2016-01-03T00:30:00,  6.613
2016-01-03T00:45:00,  7.113
2016-01-03T01:00:00,  7.550
2016-01-03T01:15:00,  7.913
2016-01-03T01:30:00,  8.197
2016-01-03T01:45:00,  8.402
2016-01-03T02:00:00,  8.532
2016-01-03T02:15:00,  8.590
2016-01-03T02:30:00,  8.587
2016-01-03T02:45:00,  8.566
2016-01-03T03:00:00,  8.577
2016-01-03T03:15:00,  8.670
2016-01-03T03:30:00,  8.880
2016-01-03T03:45:00,  9.176
2016-01-03T04:00:00,  9.510
2016-01-03T04:15:00,  9.835
2016-01-03T04:30:00, 10.116
2016-01-03T04:45:00, 10.352
2016-01-03T05:00:00, 10.559
2016-01-03T05:15:00, 10.745
2016-01-03T05:30:00, 10.924
2016-01-03T05:45:00, 11.097
2016-01-03T06:00:00, 11.266
2016-01-03T06:15:00, 11.433
2016-01-03T06:30:00, 11.597
2016-01-03T06:45:00, 11.757
2016-01-03T07:00:00, 11.908
2016-01-03T07:15:00, 41.179
2016-01-03T07:30:00, 69.759
2016-01-03T07:45:00, 69.284
2016-01-03T08:00:00, 68.848
2016-01-03T08:15:00, 68.455
2016-01-03T08:30:00, 68.126
2016-01-03T08:45:00, 67.859
2016-01-03T09:00:00, 67.630
2016-01-03T09:15:00, 67.340
2016-01-03T09:30:00, 67.055
